,r32,sweet16,elite8,final4,championship,national champion
0,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut
1,Northwestern,UAB,BYU,Clemson,North Carolina State,
2,UAB,BYU,Grand Canyon,North Carolina State,,
3,Auburn,Iowa State,Clemson,Montana State,,
4,BYU,North Carolina,Houston,,,
5,Illinois,Grand Canyon,North Carolina State,,,
6,Drake,Clemson,Montana State,,,
7,Iowa State,Nevada,Creighton,,,
8,North Carolina,Houston,,,,
9,Mississippi State,James Madison,,,,
10,Grand Canyon,North Carolina State,,,,
11,Alabama,Boise State,,,,
12,Clemson,Montana State,,,,
13,Baylor,McNeese,,,,
14,Nevada,Creighton,,,,
15,Arizona,Virginia,,,,
16,Houston,,,,,
17,Texas A&M,,,,,
18,James Madison,,,,,
19,Vermont,,,,,
20,North Carolina State,,,,,
21,Kentucky,,,,,
22,Boise State,,,,,
23,Marquette,,,,,
24,Montana State,,,,,
25,Utah State,,,,,
26,McNeese,,,,,
27,Samford,,,,,
28,Oregon,,,,,
29,Creighton,,,,,
30,Virginia,,,,,
31,Tennessee,,,,,
